189578 getPopulationofCountry French Guiana Zone:4 (turnaround time: 188 ms, execution time: 94 ms, waiting time: 94, processed by server 4)
84 getNumberofCountriesMin 19 37001 Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
68 getNumberofCountriesMin 17 62075 Zone:3 (turnaround time: 188 ms, execution time: 97 ms, waiting time: 91, processed by server 3)
91 getNumberofCountriesMin 8 79795 Zone:4 (turnaround time: 191 ms, execution time: 98 ms, waiting time: 93, processed by server 4)
91 getNumberofCountriesMin 8 79795 Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 4)
83 getNumberofCountriesMin 11 68186 Zone:3 (turnaround time: 191 ms, execution time: 97 ms, waiting time: 94, processed by server 3)
138 getNumberofCountriesMin 7 31028 Zone:2 (turnaround time: 189 ms, execution time: 95 ms, waiting time: 94, processed by server 2)
57 getNumberofCountriesMin 25 52236 Zone:3 (turnaround time: 193 ms, execution time: 98 ms, waiting time: 95, processed by server 3)
82 getNumberofCountriesMin 24 28542 Zone:1 (turnaround time: 185 ms, execution time: 93 ms, waiting time: 92, processed by server 1)
82 getNumberofCountriesMin 24 28542 Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
82 getNumberofCountriesMin 24 28542 Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
82 getNumberofCountriesMin 24 28542 Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
54 getNumberofCountriesMin 29 47670 Zone:2 (turnaround time: 186 ms, execution time: 96 ms, waiting time: 90, processed by server 2)
41 getNumberofCountriesMin 23 100389 Zone:3 (turnaround time: 191 ms, execution time: 97 ms, waiting time: 94, processed by server 3)
136 getNumberofCountriesMin 5 47468 Zone:5 (turnaround time: 190 ms, execution time: 97 ms, waiting time: 93, processed by server 5)
104 getNumberofCountriesMin 10 50531 Zone:2 (turnaround time: 192 ms, execution time: 99 ms, waiting time: 93, processed by server 2)
104 getNumberofCountriesMin 10 50531 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
154 getNumberofCountriesMin 6 20465 Zone:5 (turnaround time: 190 ms, execution time: 98 ms, waiting time: 92, processed by server 5)
181 getNumberofCountriesMin 1 56863 Zone:4 (turnaround time: 189 ms, execution time: 97 ms, waiting time: 92, processed by server 4)
181 getNumberofCountriesMin 1 56863 Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 4)
181 getNumberofCountriesMin 1 56863 Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 4)
84 getNumberofCountriesMin 22 30195 Zone:2 (turnaround time: 191 ms, execution time: 98 ms, waiting time: 93, processed by server 2)
67 getNumberofCountriesMin 19 52766 Zone:5 (turnaround time: 186 ms, execution time: 94 ms, waiting time: 92, processed by server 5)
67 getNumberofCountriesMin 19 52766 Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
144 getNumberofCountriesMin 5 33207 Zone:2 (turnaround time: 187 ms, execution time: 95 ms, waiting time: 92, processed by server 2)
60 getNumberofCountriesMin 13 90275 Zone:1 (turnaround time: 189 ms, execution time: 97 ms, waiting time: 92, processed by server 1)
157 getNumberofCountriesMin 2 62041 Zone:1 (turnaround time: 193 ms, execution time: 99 ms, waiting time: 94, processed by server 1)
79 getNumberofCountriesMin 13 63285 Zone:5 (turnaround time: 189 ms, execution time: 96 ms, waiting time: 93, processed by server 5)
79 getNumberofCountriesMin 13 63285 Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
79 getNumberofCountriesMin 13 63285 Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
79 getNumberofCountriesMin 13 63285 Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
43 getNumberofCountriesMin 21 101578 Zone:4 (turnaround time: 188 ms, execution time: 95 ms, waiting time: 93, processed by server 4)
124 getNumberofCountriesMin 6 53065 Zone:5 (turnaround time: 188 ms, execution time: 95 ms, waiting time: 93, processed by server 5)
43 getNumberofCountriesMin 26 71655 Zone:4 (turnaround time: 191 ms, execution time: 98 ms, waiting time: 93, processed by server 4)
162 getNumberofCountriesMin 6 10966 Zone:1 (turnaround time: 191 ms, execution time: 98 ms, waiting time: 93, processed by server 1)
162 getNumberofCountriesMin 6 10966 Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
157 getNumberofCountriesMin 2 61854 Zone:4 (turnaround time: 188 ms, execution time: 95 ms, waiting time: 93, processed by server 4)
143 getNumberofCountriesMin 14 11891 Zone:2 (turnaround time: 193 ms, execution time: 99 ms, waiting time: 94, processed by server 2)
143 getNumberofCountriesMin 14 11891 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
143 getNumberofCountriesMin 14 11891 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
103 getNumberofCountriesMin 18 26531 Zone:4 (turnaround time: 192 ms, execution time: 99 ms, waiting time: 93, processed by server 4)
89 getNumberofCountriesMin 10 66691 Zone:5 (turnaround time: 196 ms, execution time: 104 ms, waiting time: 92, processed by server 5)
89 getNumberofCountriesMin 10 66691 Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
69 getNumberofCountriesMin 15 68054 Zone:2 (turnaround time: 193 ms, execution time: 99 ms, waiting time: 94, processed by server 2)
84 getNumberofCountriesMin 16 45923 Zone:2 (turnaround time: 191 ms, execution time: 99 ms, waiting time: 92, processed by server 2)
115 getNumberofCountriesMin 10 38752 Zone:2 (turnaround time: 189 ms, execution time: 95 ms, waiting time: 94, processed by server 2)
70 getNumberofCountriesMin 21 47862 Zone:1 (turnaround time: 193 ms, execution time: 100 ms, waiting time: 93, processed by server 1)
70 getNumberofCountriesMin 21 47862 Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
70 getNumberofCountriesMin 21 47862 Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
70 getNumberofCountriesMin 21 47862 Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
139 getNumberofCountriesMin 6 35781 Zone:2 (turnaround time: 191 ms, execution time: 99 ms, waiting time: 92, processed by server 2)
66 getNumberofCountriesMin 18 55668 Zone:1 (turnaround time: 189 ms, execution time: 97 ms, waiting time: 92, processed by server 1)
122 getNumberofCountriesMin 4 83624 Zone:3 (turnaround time: 189 ms, execution time: 95 ms, waiting time: 94, processed by server 3)
145 getNumberofCountriesMin 4 42024 Zone:3 (turnaround time: 189 ms, execution time: 97 ms, waiting time: 92, processed by server 3)
145 getNumberofCountriesMin 4 42024 Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
102 getNumberofCountriesMin 26 15820 Zone:5 (turnaround time: 187 ms, execution time: 95 ms, waiting time: 92, processed by server 5)
37 getNumberofCountriesMin 27 95246 Zone:3 (turnaround time: 186 ms, execution time: 95 ms, waiting time: 91, processed by server 3)
37 getNumberofCountriesMin 27 95246 Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
37 getNumberofCountriesMin 27 95246 Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
57 getNumberofCountriesMin 24 54319 Zone:5 (turnaround time: 189 ms, execution time: 98 ms, waiting time: 91, processed by server 5)
80 getNumberofCountriesMin 17 47253 Zone:3 (turnaround time: 194 ms, execution time: 101 ms, waiting time: 93, processed by server 3)
80 getNumberofCountriesMin 17 47253 Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
130 getNumberofCountriesMin 3 86709 Zone:1 (turnaround time: 190 ms, execution time: 96 ms, waiting time: 94, processed by server 1)
48 getNumberofCountriesMin 30 53018 Zone:1 (turnaround time: 190 ms, execution time: 98 ms, waiting time: 92, processed by server 1)
85 getNumberofCountriesMin 8 94622 Zone:2 (turnaround time: 190 ms, execution time: 96 ms, waiting time: 94, processed by server 2)
52 getNumberofCountriesMin 30 49314 Zone:1 (turnaround time: 188 ms, execution time: 96 ms, waiting time: 92, processed by server 1)
52 getNumberofCountriesMin 30 49314 Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
52 getNumberofCountriesMin 30 49314 Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
52 getNumberofCountriesMin 30 49314 Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
74 getNumberofCountriesMin 15 62097 Zone:5 (turnaround time: 188 ms, execution time: 97 ms, waiting time: 91, processed by server 5)
119 getNumberofCountriesMin 24 12797 Zone:2 (turnaround time: 191 ms, execution time: 98 ms, waiting time: 93, processed by server 2)
134 getNumberofCountriesMin 11 20833 Zone:4 (turnaround time: 188 ms, execution time: 95 ms, waiting time: 93, processed by server 4)
42 getNumberofCountriesMin 30 66759 Zone:5 (turnaround time: 187 ms, execution time: 96 ms, waiting time: 91, processed by server 5)
42 getNumberofCountriesMin 30 66759 Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
105 getNumberofCountriesMin 12 37595 Zone:4 (turnaround time: 186 ms, execution time: 95 ms, waiting time: 91, processed by server 4)
152 getNumberofCountriesMin 8 17514 Zone:1 (turnaround time: 187 ms, execution time: 95 ms, waiting time: 92, processed by server 1)
152 getNumberofCountriesMin 8 17514 Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
152 getNumberofCountriesMin 8 17514 Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
42 getNumberofCountriesMin 25 79861 Zone:2 (turnaround time: 192 ms, execution time: 98 ms, waiting time: 94, processed by server 2)
128 getNumberofCountriesMin 5 56688 Zone:3 (turnaround time: 187 ms, execution time: 96 ms, waiting time: 91, processed by server 3)
128 getNumberofCountriesMin 5 56688 Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
93 getNumberofCountriesMin 7 89617 Zone:2 (turnaround time: 189 ms, execution time: 98 ms, waiting time: 91, processed by server 2)
40 getNumberofCountriesMin 30 75607 Zone:1 (turnaround time: 193 ms, execution time: 99 ms, waiting time: 94, processed by server 1)
110 getNumberofCountriesMin 17 23161 Zone:5 (turnaround time: 188 ms, execution time: 96 ms, waiting time: 92, processed by server 5)
65 getNumberofCountriesMin 11 94821 Zone:2 (turnaround time: 189 ms, execution time: 98 ms, waiting time: 91, processed by server 2)
65 getNumberofCountriesMin 11 94821 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
65 getNumberofCountriesMin 11 94821 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
65 getNumberofCountriesMin 11 94821 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
47 getNumberofCountriesMin 17 105075 Zone:3 (turnaround time: 192 ms, execution time: 101 ms, waiting time: 91, processed by server 3)
55 getNumberofCountriesMin 13 102361 Zone:2 (turnaround time: 187 ms, execution time: 94 ms, waiting time: 93, processed by server 2)
170 getNumberofCountriesMin 1 100600 Zone:5 (turnaround time: 190 ms, execution time: 98 ms, waiting time: 92, processed by server 5)
97 getNumberofCountriesMin 15 37650 Zone:3 (turnaround time: 189 ms, execution time: 96 ms, waiting time: 93, processed by server 3)
97 getNumberofCountriesMin 15 37650 Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
123 getNumberofCountriesMin 20 13474 Zone:4 (turnaround time: 190 ms, execution time: 97 ms, waiting time: 93, processed by server 4)
32 getNumberofCountriesMin 28 103379 Zone:5 (turnaround time: 188 ms, execution time: 97 ms, waiting time: 91, processed by server 5)
32 getNumberofCountriesMin 28 103379 Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
32 getNumberofCountriesMin 28 103379 Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
48 getNumberofCountriesMin 19 84984 Zone:2 (turnaround time: 188 ms, execution time: 95 ms, waiting time: 93, processed by server 2)
46 getNumberofCountriesMin 25 65738 Zone:4 (turnaround time: 188 ms, execution time: 96 ms, waiting time: 92, processed by server 4)
46 getNumberofCountriesMin 25 65738 Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 4)
130 getNumberofCountriesMin 13 20608 Zone:3 (turnaround time: 193 ms, execution time: 99 ms, waiting time: 94, processed by server 3)
134 getNumberofCountriesMin 8 27120 Zone:1 (turnaround time: 187 ms, execution time: 94 ms, waiting time: 93, processed by server 1)
43 getNumberofCountriesMin 19 106987 Zone:1 (turnaround time: 190 ms, execution time: 97 ms, waiting time: 93, processed by server 1)
77 getNumberofCountriesMin 25 30541 Zone:2 (turnaround time: 192 ms, execution time: 99 ms, waiting time: 93, processed by server 2)
77 getNumberofCountriesMin 25 30541 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
77 getNumberofCountriesMin 25 30541 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
77 getNumberofCountriesMin 25 30541 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
66 getNumberofCountriesMin 18 58439 Zone:3 (turnaround time: 185 ms, execution time: 93 ms, waiting time: 92, processed by server 3)
146 getNumberofCountriesMin 4 37690 Zone:5 (turnaround time: 191 ms, execution time: 98 ms, waiting time: 93, processed by server 5)
42 getNumberofCountriesMin 25 84792 Zone:4 (turnaround time: 189 ms, execution time: 97 ms, waiting time: 92, processed by server 4)
70 getNumberofCountriesMin 15 67185 Zone:5 (turnaround time: 192 ms, execution time: 97 ms, waiting time: 95, processed by server 5)
70 getNumberofCountriesMin 15 67185 Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
58 getNumberofCountriesMin 27 43151 Zone:5 (turnaround time: 190 ms, execution time: 96 ms, waiting time: 94, processed by server 5)
71 getNumberofCountriesMin 23 39467 Zone:2 (turnaround time: 190 ms, execution time: 97 ms, waiting time: 93, processed by server 2)
71 getNumberofCountriesMin 23 39467 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
71 getNumberofCountriesMin 23 39467 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
45 getNumberofCountriesMin 19 100396 Zone:2 (turnaround time: 190 ms, execution time: 96 ms, waiting time: 94, processed by server 2)
68 getNumberofCountriesMin 19 52004 Zone:5 (turnaround time: 187 ms, execution time: 95 ms, waiting time: 92, processed by server 5)
68 getNumberofCountriesMin 19 52004 Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
63 getNumberofCountriesMin 10 109705 Zone:5 (turnaround time: 188 ms, execution time: 95 ms, waiting time: 93, processed by server 5)
43 getNumberofCountriesMin 22 88777 Zone:1 (turnaround time: 187 ms, execution time: 95 ms, waiting time: 92, processed by server 1)
74 getNumberofCountriesMin 30 28395 Zone:5 (turnaround time: 188 ms, execution time: 97 ms, waiting time: 91, processed by server 5)
63 getNumberofCountriesMin 24 46552 Zone:2 (turnaround time: 188 ms, execution time: 95 ms, waiting time: 93, processed by server 2)
63 getNumberofCountriesMin 24 46552 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
63 getNumberofCountriesMin 24 46552 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
63 getNumberofCountriesMin 24 46552 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
42 getNumberofCountriesMin 24 82650 Zone:3 (turnaround time: 188 ms, execution time: 95 ms, waiting time: 93, processed by server 3)
77 getNumberofCountriesMin 28 26646 Zone:3 (turnaround time: 187 ms, execution time: 95 ms, waiting time: 92, processed by server 3)
185 getNumberofCountriesMin 2 16629 Zone:5 (turnaround time: 191 ms, execution time: 98 ms, waiting time: 93, processed by server 5)
73 getNumberofCountriesMin 26 31937 Zone:1 (turnaround time: 189 ms, execution time: 95 ms, waiting time: 94, processed by server 1)
73 getNumberofCountriesMin 26 31937 Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
58 getNumberofCountriesMin 26 44798 Zone:5 (turnaround time: 189 ms, execution time: 95 ms, waiting time: 94, processed by server 5)
71 getNumberofCountriesMin 29 31692 Zone:2 (turnaround time: 187 ms, execution time: 96 ms, waiting time: 91, processed by server 2)
71 getNumberofCountriesMin 29 31692 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
71 getNumberofCountriesMin 29 31692 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
64 getNumberofCountriesMin 19 56735 Zone:1 (turnaround time: 188 ms, execution time: 94 ms, waiting time: 94, processed by server 1)
51 getNumberofCountriesMin 17 84608 Zone:3 (turnaround time: 187 ms, execution time: 95 ms, waiting time: 92, processed by server 3)
51 getNumberofCountriesMin 17 84608 Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
48 getNumberofCountriesMin 23 70658 Zone:1 (turnaround time: 190 ms, execution time: 95 ms, waiting time: 95, processed by server 1)
62 getNumberofCountriesMin 17 69231 Zone:4 (turnaround time: 188 ms, execution time: 94 ms, waiting time: 94, processed by server 4)
67 getNumberofCountriesMin 10 102167 Zone:3 (turnaround time: 186 ms, execution time: 94 ms, waiting time: 92, processed by server 3)
49 getNumberofCountriesMin 17 97258 Zone:4 (turnaround time: 190 ms, execution time: 98 ms, waiting time: 92, processed by server 4)
49 getNumberofCountriesMin 17 97258 Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 4)
49 getNumberofCountriesMin 17 97258 Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 4)
49 getNumberofCountriesMin 17 97258 Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 4)
63 getNumberofCountriesMin 12 93189 Zone:1 (turnaround time: 190 ms, execution time: 96 ms, waiting time: 94, processed by server 1)
125 getNumberofCountriesMin 5 67749 Zone:1 (turnaround time: 189 ms, execution time: 96 ms, waiting time: 93, processed by server 1)
65 getNumberofCountriesMin 13 85083 Zone:5 (turnaround time: 193 ms, execution time: 101 ms, waiting time: 92, processed by server 5)
170 getNumberofCountriesMin 2 28523 Zone:1 (turnaround time: 188 ms, execution time: 96 ms, waiting time: 92, processed by server 1)
170 getNumberofCountriesMin 2 28523 Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
53 getNumberofCountriesMin 28 50419 Zone:3 (turnaround time: 187 ms, execution time: 93 ms, waiting time: 94, processed by server 3)
77 getNumberofCountriesMin 29 26824 Zone:4 (turnaround time: 175 ms, execution time: 83 ms, waiting time: 92, processed by server 4)
77 getNumberofCountriesMin 29 26824 Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 4)
77 getNumberofCountriesMin 29 26824 Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 4)
93 getNumberofCountriesMin 7 93023 Zone:3 (turnaround time: 193 ms, execution time: 97 ms, waiting time: 96, processed by server 3)
97 getNumberofCountriesMin 6 94957 Zone:5 (turnaround time: 188 ms, execution time: 96 ms, waiting time: 92, processed by server 5)
97 getNumberofCountriesMin 6 94957 Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
191 getNumberofCountriesMin 1 32102 Zone:2 (turnaround time: 188 ms, execution time: 95 ms, waiting time: 93, processed by server 2)
56 getNumberofCountriesMin 15 87267 Zone:5 (turnaround time: 190 ms, execution time: 95 ms, waiting time: 95, processed by server 5)
139 getNumberofCountriesMin 3 69697 Zone:5 (turnaround time: 192 ms, execution time: 97 ms, waiting time: 95, processed by server 5)
77 getNumberofCountriesMin 13 69950 Zone:4 (turnaround time: 190 ms, execution time: 97 ms, waiting time: 93, processed by server 4)
77 getNumberofCountriesMin 13 69950 Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 4)
77 getNumberofCountriesMin 13 69950 Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 4)
77 getNumberofCountriesMin 13 69950 Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 4)
77 getNumberofCountriesMin 12 74690 Zone:2 (turnaround time: 190 ms, execution time: 97 ms, waiting time: 93, processed by server 2)
130 getNumberofCountriesMin 11 25507 Zone:1 (turnaround time: 186 ms, execution time: 94 ms, waiting time: 92, processed by server 1)
68 getNumberofCountriesMin 17 62484 Zone:5 (turnaround time: 189 ms, execution time: 95 ms, waiting time: 94, processed by server 5)
134 getNumberofCountriesMin 3 78358 Zone:1 (turnaround time: 189 ms, execution time: 97 ms, waiting time: 92, processed by server 1)
134 getNumberofCountriesMin 3 78358 Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
131 getNumberofCountriesMin 5 53460 Zone:2 (turnaround time: 186 ms, execution time: 95 ms, waiting time: 91, processed by server 2)
45 getNumberofCountriesMin 25 69548 Zone:2 (turnaround time: 191 ms, execution time: 97 ms, waiting time: 94, processed by server 2)
45 getNumberofCountriesMin 25 69548 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
45 getNumberofCountriesMin 25 69548 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
93 getNumberofCountriesMin 7 90669 Zone:1 (turnaround time: 189 ms, execution time: 96 ms, waiting time: 93, processed by server 1)
61 getNumberofCountriesMin 19 62941 Zone:1 (turnaround time: 188 ms, execution time: 97 ms, waiting time: 91, processed by server 1)
61 getNumberofCountriesMin 19 62941 Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
122 getNumberofCountriesMin 21 13776 Zone:1 (turnaround time: 189 ms, execution time: 96 ms, waiting time: 93, processed by server 1)
72 getNumberofCountriesMin 21 45076 Zone:1 (turnaround time: 190 ms, execution time: 97 ms, waiting time: 93, processed by server 1)
34 getNumberofCountriesMin 28 99765 Zone:1 (turnaround time: 188 ms, execution time: 96 ms, waiting time: 92, processed by server 1)
94 getNumberofCountriesMin 21 25459 Zone:3 (turnaround time: 192 ms, execution time: 99 ms, waiting time: 93, processed by server 3)
94 getNumberofCountriesMin 21 25459 Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
94 getNumberofCountriesMin 21 25459 Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
94 getNumberofCountriesMin 21 25459 Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
156 getNumberofCountriesMin 2 66318 Zone:5 (turnaround time: 191 ms, execution time: 98 ms, waiting time: 93, processed by server 5)
133 getNumberofCountriesMin 12 18581 Zone:4 (turnaround time: 187 ms, execution time: 95 ms, waiting time: 92, processed by server 4)
110 getNumberofCountriesMin 6 72883 Zone:1 (turnaround time: 188 ms, execution time: 95 ms, waiting time: 93, processed by server 1)
79 getNumberofCountriesMin 29 23666 Zone:1 (turnaround time: 185 ms, execution time: 95 ms, waiting time: 90, processed by server 1)
79 getNumberofCountriesMin 29 23666 Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
50 getNumberofCountriesMin 20 76679 Zone:3 (turnaround time: 190 ms, execution time: 97 ms, waiting time: 93, processed by server 3)
126 getNumberofCountriesMin 22 10403 Zone:1 (turnaround time: 188 ms, execution time: 96 ms, waiting time: 92, processed by server 1)
126 getNumberofCountriesMin 22 10403 Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
126 getNumberofCountriesMin 22 10403 Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
169 getNumberofCountriesMin 3 21277 Zone:4 (turnaround time: 187 ms, execution time: 94 ms, waiting time: 93, processed by server 4)
53 getNumberofCountriesMin 24 59671 Zone:2 (turnaround time: 192 ms, execution time: 98 ms, waiting time: 94, processed by server 2)
53 getNumberofCountriesMin 24 59671 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
104 getNumberofCountriesMin 12 42776 Zone:2 (turnaround time: 190 ms, execution time: 95 ms, waiting time: 95, processed by server 2)
157 getNumberofCountriesMin 2 62181 Zone:1 (turnaround time: 187 ms, execution time: 95 ms, waiting time: 92, processed by server 1)
108 getNumberofCountriesMin 24 16164 Zone:1 (turnaround time: 187 ms, execution time: 96 ms, waiting time: 91, processed by server 1)
177 getNumberofCountriesMin 1 66759 Zone:3 (turnaround time: 187 ms, execution time: 96 ms, waiting time: 91, processed by server 3)
177 getNumberofCountriesMin 1 66759 Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
177 getNumberofCountriesMin 1 66759 Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
177 getNumberofCountriesMin 1 66759 Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
64 getNumberofCountriesMin 17 66427 Zone:3 (turnaround time: 187 ms, execution time: 95 ms, waiting time: 92, processed by server 3)
130 getNumberofCountriesMin 8 32392 Zone:5 (turnaround time: 191 ms, execution time: 98 ms, waiting time: 93, processed by server 5)
56 getNumberofCountriesMin 28 48257 Zone:5 (turnaround time: 191 ms, execution time: 98 ms, waiting time: 93, processed by server 5)
55 getNumberofCountriesMin 13 105173 Zone:1 (turnaround time: 176 ms, execution time: 96 ms, waiting time: 80, processed by server 1)
55 getNumberofCountriesMin 13 105173 Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
82 getNumberofCountriesMin 25 26757 Zone:3 (turnaround time: 193 ms, execution time: 98 ms, waiting time: 95, processed by server 3)
96 getNumberofCountriesMin 8 67478 Zone:2 (turnaround time: 192 ms, execution time: 98 ms, waiting time: 94, processed by server 2)
96 getNumberofCountriesMin 8 67478 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
96 getNumberofCountriesMin 8 67478 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
88 getNumberofCountriesMin 9 77736 Zone:3 (turnaround time: 191 ms, execution time: 98 ms, waiting time: 93, processed by server 3)
45 getNumberofCountriesMin 21 84776 Zone:2 (turnaround time: 189 ms, execution time: 96 ms, waiting time: 93, processed by server 2)
45 getNumberofCountriesMin 21 84776 Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
70 getNumberofCountriesMin 10 91273 Zone:3 (turnaround time: 190 ms, execution time: 96 ms, waiting time: 94, processed by server 3)
84 getNumberofCountriesMin 12 63918 Zone:2 (turnaround time: 191 ms, execution time: 98 ms, waiting time: 93, processed by server 2)
78 getNumberofCountriesMin 15 55535 Zone:2 (turnaround time: 191 ms, execution time: 97 ms, waiting time: 94, processed by server 2)
66 getNumberofCountriesMin 14 76065 Zone:1 (turnaround time: 188 ms, execution time: 96 ms, waiting time: 92, processed by server 1)
